BCAR1	15.507001528934541
CRKL	8.740701640748746
PTK2	8.158317953907357
ILK	7.61832090610315
RAC1	7.2208894944726545
TLN1	6.926261130723452
ITGAV	6.655948737886857
CRK	6.583752251687075
LIMS1	6.492491711817156
NCKAP1	6.316146495950535
RSU1	6.099611743121446
DOCK5	6.010888159365382
ELMO2	6.0087012638851816
PKN2	6.002229278140607
RAPH1	5.85762830757174
MYO10	5.807508944400225
VCL	5.728742720463008
WWTR1	5.673278941604829
TRIO	5.643560404179104
ITGB5	5.565898800464747
PXN	5.547099223071303
FERMT2	5.519458084662628
RAPGEF1	5.433030804528242
MOB4	5.138157854841382
SRC	5.064322027334329
ZFP36L1	4.9636102694679405
DLG5	4.913287317472296
BCAR3	4.888952482384868
ARPC4	4.492397634550248
TEAD1	4.4345437825941705
ACTR3	4.3923925698062325
RIC8A	4.372330632600952
PTPN1	4.348003469252633
RHOG	4.334101586302365
ARPC3	4.232756606759974
BRK1	4.2005535489138905
MARK3	4.181062761643307
SEPT9	4.106797737733775
TNS3	4.07174285933867
ARHGEF7	4.040079719699514
ATRN	3.9881676025822994
TP53BP2	3.970609242060115
GNB1	3.8674892249033097
ARHGEF12	3.8417980232298556
FOSL1	3.8379178481011
CDC42	3.7099937933190734
TM2D3	3.696442060445529
PHACTR4	3.67561673747379
PGAP2	3.590844067613908
ARPC2	3.5573762505664366
ACTR2	3.542568795238013
MGRN1	3.534353988276404
MESD	3.5336982129275674
TM2D2	3.526073627086783
TIPARP	3.524441504809363
KRAS	3.514205917771521
YES1	3.5092862101174447
PIGT	3.4822988533283135
LPAR1	3.472852111607416
RAPGEF6	3.448087217440476
AFDN	3.444510349098432
STT3A	3.4317835818218643
HSP90B1	3.3901032887789917
FNDC3B	3.379412151015355
PAK4	3.3705920020892233
GLG1	3.3297925691653614
CTRB1	3.3160752106158675
OST4	3.294920735006548
GGNBP2	3.2842926662479957
DOCK7	3.2733747744141986
UBIAD1	3.268676254973538
PAK2	3.2636916132454488
KLHL20	3.257274447806638
CCDC113	3.244971616304639
ALG14	3.243986448980943
ELOVL1	3.2276688293417597
MARK2	3.2141415034837815
PPP2R5C	3.21240172119397
DYNC1LI2	3.209606641719443
SLCO1C1	3.1977955395443827
RAP1GDS1	3.1865768900486238
FGFR1OP2	3.1709756867764285
BTBD3	3.1492464321427245
TEAD4	3.142599250820241
TULP4	3.135797016501502
VASP	3.1033453756196723
EFNA5	3.081112987406846
SETD5	3.073113853900933
TSPAN4	3.06482113513956
SLC12A3	3.062567338756704
RSAD1	3.0412716007967333
RTCB	3.0247637673706538
CDH2	3.0245640313097355
RBBP7	3.0224036377693904
ANKRD11	3.0079103124476783
ALG6	3.005975212528859
ELMO3	2.9762535793221967
PLEKHG2	2.9737468614237565
SEPT2	2.969452331369745
ING3	2.9303259258500773
RHOA	2.9191321403608534
DDX11	2.9172892084017032
KIF18A	2.898635933942509
SSR3	2.898240978890323
RAP1B	2.873037400204332
DNAJC21	2.872137693157002
PDCL	2.8720869260199318
PRSS27	2.8716389817187244
ZNRD1	2.867808202498156
PDIA3	2.862307387569086
KHDRBS1	2.858249293382084
PYROXD1	2.8558153982665724
CA7	2.846754316745813
SPATA33	2.841213107718332
TGFBR2	2.839195784932496
HSBP1	2.828880180667591
COL4A3BP	2.826549428799426
SRF	2.822785303591625
MYO1C	2.821085937628621
WWP2	2.8173772625242672
JUN	2.810417151328868
EFL1	2.80509672465015
GANAB	2.790516704241359
SUGT1	2.7851832937106935
TSC22D2	2.7841139340781673
GAN	2.781672028447533
KIF1A	2.7786394477994305
GOLGA8M	2.766414161379728
PDS5B	2.7610872032128446
PPP2R1A	2.7451306419806705
HSF4	2.7371647246191646
AKAP13	2.7322966743702954
VEZT	2.731570808640546
GNL1	2.730960901361593
PIGK	2.7295384592105205
VPS4A	2.728148386212844
DNTTIP1	2.724877974156661
ALG8	2.7123834260721873
RANBP10	2.704471645412584
PIK3C3	2.7021934761462805
METAP2	2.6989856237079386
CASKIN2	2.698855104675207
AMOTL1	2.69669392548866
INPP5A	2.6952762023720807
FA2H	2.6797694157690373
MLH1	2.6747390699037674
BTBD7	2.657319761717127
PLEKHG4	2.6562246490251282
PIGV	2.655092666080831
SKA1	2.651217198868746
GNA13	2.6495566896667095
YAP1	2.6474064373623416
CD151	2.645923516385278
SSR1	2.6294062076218023
STT3B	2.628904959107371
TM2D1	2.626630385420769
MSL1	2.620891685647534
MAGEA6	2.62082164783089
APOO	2.619845906245334
IPO9	2.6123923389384323
TAT	2.6120965321216234
SPTSSA	2.5967052009464227
LASP1	2.5965913831402343
ERCC6L	2.594534650675645
BICDL2	2.5907010681513865
SSR4	2.5734898102186357
ENKD1	2.5676087130557192
BCL10	2.559065263524427
YEATS2	2.55306009543679
NDE1	2.5513733391811746
PSMB7	2.5493768924334343
ICMT	2.542941692958185
PIGW	2.5405581589119546
CENPF	2.540116923847964
UNC45A	2.5349988358269306
COMMD2	2.529617815908457
CTRL	2.5230842772206636
TNKS	2.5230323545804554
NCAPH2	2.5198591590895205
SLC38A7	2.514941893056326
GATD1	2.5113951783631197
PPIP5K2	2.505521988565532
PIK3CB	2.5048821238486307
KCTD6	2.4960821880931863
MLYCD	2.4930456169843294
ERP44	2.4906857876208703
MMS19	2.4747756309363056
F2R	2.4744456854842776
EAF1	2.4728988480798044
PPP1R7	2.4721889196032447
MXD3	2.468626531437229
PDF	2.4647344202192767
PPP1CC	2.4637678110086902
DCTN6	2.461848777481156
CHD1	2.450681616092144
GABRD	2.442493225797822
AK6	2.4401261821194806
IPO5	2.4326741576424418
MAP3K2	2.4301470715315574
PSENEN	2.4300424285455433
USP1	2.4275013481190273
TPRKB	2.4258464135618225
CDIPT	2.4206690368670696
CTU2	2.417829086307064
OR2L2	2.4153215989053103
RASSF8	2.4152713235790295
RRAGC	2.4101487663296264
ARL4C	2.4038197144292153
TSSK3	2.403618492103546
LAMTOR3	2.3936608533093224
ACTR1A	2.3884886181339597
CALB2	2.3880246510831142
WASF2	2.383346945153279
TGFBR3	2.379271599182086
CTTNBP2NL	2.37732640879867
PPARG	2.372226880790672
MLKL	2.3706462831032873
TPPP3	2.367629541025704
CDH5	2.3663301434202153
GRID2IP	2.366248903476009
ARF1	2.3650393144812325
NBPF6	2.3633102878619776
SPX	2.3612978339113084
PDPR	2.360047832039838
CPNE2	2.358883561319731
TRMT5	2.3559054898094156
BASP1	2.35524257791838
DDOST	2.352994480518816
GOLGA6L1	2.3493458292350113
CHST5	2.348197122967602
CES5A	2.3474547644711907
TMEM52	2.34558321777246
PIGU	2.344359907728722
ARHGEF28	2.3442296744392856
TCF25	2.3391036321197793
RMND5B	2.3319670089780264
MMP15	2.3305699201406456
SERF2	2.329821074210116
INCA1	2.327547579729671
PTRH1	2.3256734288846808
BAZ1B	2.324692209381851
NUMB	2.3129488335962964
ARHGEF16	2.3115247713691414
GPS2	2.3101896909507844
C3orf70	2.3048731657142394
MYH9	2.303927289764895
SKA3	2.2984707312012875
FERMT1	2.29833416016643
VPS35	2.2974584014688384
ZNF622	2.289217859867282
ETFBKMT	2.2886726834833824
ZFP3	2.287923213961577
SINHCAF	2.2873279113783864
MGAT1	2.285029305425687
RERE	2.283093657080561
SNTB2	2.279791117792307
XYLT2	2.2789033007264607
ST3GAL6	2.275099645270667
SCHIP1	2.2726622838609853
USP10	2.272436399250625
UBA5	2.270308494851341
PDP2	2.2691712090063434
NAP1L1	2.268537693258002
CCDC102A	2.2655673000939447
CLDND1	2.264874441727984
LYAR	2.262402552496259
CLEC18A	2.2606233648899985
ODR4	2.2587324058270477
CMTM3	2.2553864320665618
UGT3A2	2.2493139103081488
STK11	2.244511501299522
RHEB	2.2414904544212875
ZBTB9	2.2390215240619047
PAQR4	2.2387719910332127
CHRND	2.235792697739938
CT45A7	2.235713577763077
BRAT1	2.2342654129630866
USP40	2.2342469535478062
GLCE	2.230372853429637
MBTD1	2.2273080072824074
OTOP2	2.2270764173251774
CMTM1	2.222055695515111
HERC2	2.2199470411271647
RAPGEF2	2.2155020808843036
CERS2	2.211983295606426
EXOSC10	2.204720238001225
TUBB4B	2.204026125699305
TUBA1C	2.193652308790432
TMEM39B	2.1932390748698958
TGIF1	2.1923135147531463
CDK3	2.1914247580144215
IPO8	2.1899603711282603
NCAPG2	2.1893639826840694
SSR2	2.1879082170805013
DNAJC5	2.185756300182156
B3GNT9	2.1828224836072123
TSR3	2.1737930156243537
VRK1	2.1698150568819456
PIGQ	2.1672144560881765
VBP1	2.1664153848160255
FGFR1	2.162563954521939
RMND5A	2.1620755639250095
HP	2.1609582649065087
CDH16	2.159427015942615
FUCA2	2.1559266457562423
GBP1	2.1551911764455696
DNAJC13	2.154207457146454
KCTD19	2.152896554746469
ELMSAN1	2.1514863086131455
C17orf107	2.1487692583130045
ELP2	2.1462199861861615
GABARAP	2.1432808635863205
ALG1	2.1418566494990263
PITPNM3	2.138049810252279
LRRC29	2.1290489428307504
FAM92B	2.12818462377738
HSD11B2	2.1242015504956835
TVP23C	2.120694830077007
PAOX	2.1185347280154248
DENND4C	2.1183065503373886
KTI12	2.117527248944109
C17orf50	2.1167203363837284
ILF3	2.1142709707065297
CES2	2.111424147941642
LIG4	2.1055987809944665
TK2	2.105142690944516
NUP155	2.1005992129198368
SYNE4	2.0994465054952247
TM9SF2	2.0989394017508602
SHOC2	2.0983591757001196
SLC35B2	2.0967415977138604
DCTN2	2.0925068772695727
PTPRK	2.0907164371025986
ZNF611	2.088675425256111
RNF8	2.0881014177996247
SLMAP	2.0876967031746836
ERGIC2	2.083410382961695
MECP2	2.083063773897617
AGRP	2.0780331748355065
SOD1	2.0705379943524242
ZMYND10	2.067480321065608
DVL2	2.066939941666925
TTC4	2.066431914953359
